0	14	-0.002017381	-0.026287327	-0.417191704	0.838454893	0.885397733	-0.203633068	0.347966837	0.62555756	0.599396187	-0.282866677	0.827047571	-0.158629293	0
1	45	-0.003061686	-0.026287327	-0.417191704	-0.526798814	-1.148520652	-0.203633068	0.347966837	-1.684884142	-1.737617999	0.3578128	-1.250620809	-0.158629293	0
1	45	-0.003061686	-0.026287327	-0.417191704	-0.174929302	-1.09168461	-0.203633068	0.347966837	-1.552858902	-1.61589851	0.174761521	-1.250620809	-0.158629293	0
1	45	-0.003061686	-0.026287327	-0.417191704	-1.038182505	-1.160699804	-0.203633068	0.347966837	-1.713175265	-1.761961897	0.3578128	-1.250620809	-0.158629293	0
0	14	-0.002017381	-0.026287327	-0.417191704	0.838454893	0.885397733	-0.203633068	0.347966837	0.62555756	0.599396187	-0.282866677	0.827047571	-0.158629293	0



1	45	-0.003061686	-0.026287327	-0.417191704	-1.235229432	-1.185058108	-0.203633068	0.347966837	-1.769757511	-1.83499359	2.462902509	-1.250620809	-0.158629293	1
1	45	-0.003061686	-0.026287327	-0.417191704	0.829071706	-1.185058108	-0.203633068	0.347966837	-1.769757511	-1.83499359	8.869697277	-1.250620809	-0.158629293	1
0	13	-0.003043471	-0.026287327	-0.417191704	-1.554257789	-1.185058108	-0.203633068	-3.575096949	-0.949314947	0.599396187	-0.282866677	0.827047571	23.57583046	1
1	40	-0.003061686	-0.026287327	-0.417191704	0.824380112	-1.185058108	-0.203633068	0.347966837	-1.769757511	-1.83499359	8.869697277	-1.250620809	-0.158629293	1


1	19	-0.002723703	-0.026287327	2.396979589	-1.554257789	-1.185058108	-0.203633068	-3.513316417	-1.637732271	0.599396187	-0.282866677	0.827047571	4.588262658	2
1	18	-0.001821068	0.047895554	2.396979589	-1.554257789	-1.185058108	-0.203633068	0.347966837	-0.543808853	-0.593454804	-0.099815398	-1.250620809	-0.158629293	2
1	19	-0.002723703	-0.026287327	2.396979589	-1.549566196	-1.180998391	-0.203633068	-3.466981018	-1.449124785	0.599396187	-0.282866677	0.827047571	2.45216128	2
1	19	-0.002723703	-0.026287327	2.396979589	-1.554257789	-1.185058108	-0.203633068	-3.575096949	-1.732036014	0.599396187	-0.282866677	0.827047571	9.335154608	2
1	19	-0.002723703	-0.026287327	2.396979589	-1.554257789	-1.185058108	-0.203633068	-3.204413757	-1.769757511	-1.737617999	0.449338439	-1.167514074	-0.158629293	2





1	22	-0.00274293	-0.014422908	2.396979589	-1.38066883	-1.034848567	-0.203633068	0.347966837	0.62555756	0.599396187	-0.282866677	-1.250620809	-0.158629293	4
1	19	-0.002908885	-0.026287327	-0.417191704	-1.512033448	-1.144460935	1.06043564	-1.335552661	-1.128492059	-1.055988861	0.174761521	-0.585766927	0.5534045	4
1	22	-0.002797574	0.089753949	2.396979589	-1.554257789	-1.185058108	-0.203633068	0.347966837	0.597266437	0.575052289	-0.191341037	-1.250620809	-0.158629293	4
1	22	-0.002739894	0.017477849	2.396979589	-1.483883887	-0.994251394	0.990209601	0.347966837	0.62555756	0.599396187	-0.282866677	-1.250620809	-0.158629293	4
2	45	-0.002955434	-0.02183817	-0.417191704	-1.554257789	-1.185058108	-0.203633068	0.347966837	0.502962694	0.477676698	-0.191341037	-1.250620809	-0.158629293	4



